"ensembl","symbol","entrez"
"ENSRNOG00000033058",NA,NA
"ENSRNOG00000007250","Six4","299138"
"ENSRNOG00000007267","Mnat1","266713"
"ENSRNOG00000007785","Trmt5","362754"
"ENSRNOG00000022622","Slc38a6","299139"
"ENSRNOG00000008046","Cdc50b","314224"
"ENSRNOG00000004873","Prkch","81749"
"ENSRNOG00000008292","Hif1a","29560"
"ENSRNOG00000009296","Snapc1","314228"
"ENSRNOG00000056012","Syt16","299142"
"ENSRNOG00000009542","Kcnh5","171146"
"ENSRNOG00000021919","Rhoj","299145"
"ENSRNOG00000005045","Ppp2r5e","299147"
"ENSRNOG00000021628","Wdr89","314243"
"ENSRNOG00000005175","Sgpp1","81536"
"ENSRNOG00000005323","Syne2","366669"
"ENSRNOG00000061968",NA,NA
"ENSRNOG00000005602","Mthfd1","64300"
"ENSRNOG00000006410","Akap5","171026"
"ENSRNOG00000006441","Zbtb25","314245"
"ENSRNOG00000058593","Zbtb1","314246"
"ENSRNOG00000006472","Hspa2","60460"
"ENSRNOG00000038480","Ppp1r36","299153"
"ENSRNOG00000006570","Plekhg3","314249"
"ENSRNOG00000006911","Sptb","314251"
"ENSRNOG00000007336",NA,NA
"ENSRNOG00000007364","Rab15","299156"
"ENSRNOG00000007660","Churc1","299154"
"ENSRNOG00000008049","Max","60661"
"ENSRNOG00000008451","Fut8","432392"
"ENSRNOG00000028366",NA,NA
"ENSRNOG00000008788","Pals1","314259"
"ENSRNOG00000009080","Atp6v1d","299159"
"ENSRNOG00000009432","Eif2s1","54318"
"ENSRNOG00000010646","Tmem229b","503035"
"ENSRNOG00000010650","Plekhh1","314262"
"ENSRNOG00000010914","Pigh","362756"
"ENSRNOG00000053811","Arg2","29215"
"ENSRNOG00000060436","Vti1b","100359512"
"ENSRNOG00000054770","Rdh11","362757"
"ENSRNOG00000056553","Rdh12","314264"
"ENSRNOG00000059875","Zfyve26","314265"
"ENSRNOG00000059245","Rad51b","500679"
"ENSRNOG00000055777",NA,NA
"ENSRNOG00000058646","Zfp36l1","29344"
"ENSRNOG00000056756","Actn1","81634"
"ENSRNOG00000004556","Dcaf5","314273"
"ENSRNOG00000038322",NA,NA
"ENSRNOG00000027707","Exd2","362759"
"ENSRNOG00000004589","Galnt16","362760"
"ENSRNOG00000004883","Erh","681415"
"ENSRNOG00000005052","Slc39a9","314275"
"ENSRNOG00000033973","Ccdc177","500686"
"ENSRNOG00000045941","Susd6","678893"
"ENSRNOG00000005513","Srsf5","29667"
"ENSRNOG00000005998","Smoc1","314280"
"ENSRNOG00000029871","Slc8a3","140448"
"ENSRNOG00000047115","Cox16","100302447"
"ENSRNOG00000006399","Synj2bp","64531"
"ENSRNOG00000006976","Med6","299180"
"ENSRNOG00000007254","Ttc9","500689"
"ENSRNOG00000007271","Map3k9","500690"
"ENSRNOG00000007459","Pcnx1","314288"
"ENSRNOG00000007646","Sipa1l1","246212"
"ENSRNOG00000008082","Rgs6","54295"
"ENSRNOG00000008086","Dpf3","299186"
"ENSRNOG00000008399","Dcaf4","362762"
"ENSRNOG00000008614","Zfyve1","299188"
"ENSRNOG00000002874","Rbm25","366693"
"ENSRNOG00000009110","Psen1","29192"
"ENSRNOG00000009448","Papln","314297"
"ENSRNOG00000009653","Numb","29419"
"ENSRNOG00000038183","Heatr4","500692"
"ENSRNOG00000010126","Riox1","314300"
"ENSRNOG00000010134","Acot2","192272"
"ENSRNOG00000055221","Acot1","50559"
"ENSRNOG00000046864","Acot4","681337"
"ENSRNOG00000053460","Acot5-ps1","299192"
"ENSRNOG00000042333","Dnal1","685664"
"ENSRNOG00000010553","Pnma1","170636"
"ENSRNOG00000010653","Mideas","314306"
"ENSRNOG00000038166","Ptgr2","299194"
"ENSRNOG00000010985","Zfp410","314310"
"ENSRNOG00000011112","Fam161b","314311"
"ENSRNOG00000011164","Coq6","299195"
"ENSRNOG00000033206","Entpd5","314312"
"ENSRNOG00000011376","Bbof1","500693"
"ENSRNOG00000011419","Aldh6a1","81708"
"ENSRNOG00000043441","Lin52","362763"
"ENSRNOG00000011918","Vsx2","171360"
"ENSRNOG00000011964","Abcd4","299196"
"ENSRNOG00000027645","Syndig1l","685882"
"ENSRNOG00000012062","Npc2","286898"
"ENSRNOG00000012085","Isca2","500694"
"ENSRNOG00000012094","Ltbp2","59106"
"ENSRNOG00000004382","Arel1","299197"
"ENSRNOG00000040153",NA,NA
"ENSRNOG00000004723","Fcf1","299198"
"ENSRNOG00000027317","Ylpm1","299199"
"ENSRNOG00000005061","Dlst","299201"
"ENSRNOG00000005530","Rps6kl1","299202"
"ENSRNOG00000006467","Eif2b2","84005"
"ENSRNOG00000006699","Mlh3","314320"
"ENSRNOG00000006744","Acyp1","299203"
"ENSRNOG00000027115","Zc2hc1c","314321"
"ENSRNOG00000058572","Nek9","299204"
"ENSRNOG00000007901","Tmed10","84599"
"ENSRNOG00000008015","Fos","314322"
"ENSRNOG00000008224",NA,NA
"ENSRNOG00000008781","Erg28","299207"
"ENSRNOG00000009318","Ttll5","299208"
"ENSRNOG00000009867","Tgfb3","25717"
"ENSRNOG00000010194","Ift43","299209"
"ENSRNOG00000010227","Gpatch2l","314325"
"ENSRNOG00000050817","Ddx41l1","120103587"
"ENSRNOG00000010457","Vash1","503052"
"ENSRNOG00000010567","Angel1","362765"
"ENSRNOG00000011026","Irf2bpl","314329"
"ENSRNOG00000011111","Cipc","314330"
"ENSRNOG00000011285","Zdhhc22","299211"
"ENSRNOG00000011334","Tmem63c","314332"
"ENSRNOG00000011719","Ngb","85382"
"ENSRNOG00000012146","Pomt2","688673"
"ENSRNOG00000047708","Gstz1","681913"
"ENSRNOG00000045857",NA,NA
"ENSRNOG00000050413","Samd15","681908"
"ENSRNOG00000049223","Vipas39","681989"
"ENSRNOG00000048981","Ahsa1","681996"
"ENSRNOG00000050312","Ism2","681936"
"ENSRNOG00000012210","Sptlc2","366697"
"ENSRNOG00000012264","Alkbh1","362766"
"ENSRNOG00000012314","Slirp","688717"
"ENSRNOG00000037998","Snw1","500695"
"ENSRNOG00000012685","Adck1","366698"
"ENSRNOG00000047574","Nrxn3","116508"
"ENSRNOG00000003891",NA,NA
"ENSRNOG00000003908","Cep128","500700"
"ENSRNOG00000003972","Tshr","25360"
"ENSRNOG00000004300","Gtf2a1","83830"
"ENSRNOG00000004458","Ston2","314349"
"ENSRNOG00000004464","Sel1l","314352"
"ENSRNOG00000003732","Flrt2","299236"
"ENSRNOG00000003759","Galc","314360"
"ENSRNOG00000003813","Kcnk10","65272"
"ENSRNOG00000003955","Spata7","192225"
"ENSRNOG00000060568","Ptpn21","171070"
"ENSRNOG00000004083","Zc3h14","192359"
"ENSRNOG00000004207","Eml5","444982"
"ENSRNOG00000004542","Ttc8","299246"
"ENSRNOG00000004709","Foxn3","314374"
"ENSRNOG00000053317","Efcab11","500705"
"ENSRNOG00000003831","Tdp1","314380"
"ENSRNOG00000047363","Kcnk13","64120"
"ENSRNOG00000003951","Psmc1","117263"
"ENSRNOG00000004004","Nrde2","314381"
"ENSRNOG00000004060",NA,NA
"ENSRNOG00000027300","Ttc7b","362768"
"ENSRNOG00000004362","Rps6ka5","314384"
"ENSRNOG00000004442","Dglucy","362769"
"ENSRNOG00000046309","Gpr68","314386"
"ENSRNOG00000004482","Ccdc88c","362770"
"ENSRNOG00000027773","Ppp4r3a","314388"
"ENSRNOG00000004754","Tc2n","500707"
"ENSRNOG00000050539","Fbln5","29158"
"ENSRNOG00000005292","Trip11","314393"
"ENSRNOG00000005470","Atxn3","60331"
"ENSRNOG00000005718",NA,NA
"ENSRNOG00000005733","Cpsf2","299256"
"ENSRNOG00000006729","Slc24a4","314396"
"ENSRNOG00000007062","Rin3","314397"
"ENSRNOG00000007089","Lgmn","63865"
"ENSRNOG00000007699","Golga5","299258"
"ENSRNOG00000052549","Chga","24258"
"ENSRNOG00000008051","Itpk1","500709"
"ENSRNOG00000046085",NA,NA
"ENSRNOG00000033970",NA,NA
"ENSRNOG00000008101","Lyset","100360358"
"ENSRNOG00000008108","Ubr7","314399"
"ENSRNOG00000008598","Btbd7","362772"
"ENSRNOG00000008728","Unc79","314401"
"ENSRNOG00000051619","Asb2","299266"
"ENSRNOG00000009117","Otub2","314405"
"ENSRNOG00000009166","Ddx24","373065"
"ENSRNOG00000009263","Ifi27","170512"
"ENSRNOG00000054052","Ppp4r4","500711"
"ENSRNOG00000055661",NA,NA
"ENSRNOG00000010711","Dicer1","299284"
"ENSRNOG00000011044","Clmn","299285"
"ENSRNOG00000031889","Rpl6-ps1","500714"
"ENSRNOG00000004206","Glrx5","362776"
"ENSRNOG00000048412","Fam181a","299265"
"ENSRNOG00000060974",NA,NA
"ENSRNOG00000048986",NA,NA
"ENSRNOG00000047300","Bdkrb2","25245"
"ENSRNOG00000004519","Atg2b","314415"
"ENSRNOG00000042427",NA,NA
"ENSRNOG00000004827","Papola","314417"
"ENSRNOG00000005274","Vrk1","362779"
"ENSRNOG00000046275",NA,NA
"ENSRNOG00000005776","Bcl11b","314423"
"ENSRNOG00000006587","Setd3","299295"
"ENSRNOG00000006985","Ccnk","500715"
"ENSRNOG00000051719",NA,NA
"ENSRNOG00000028390","Hhipl1","362781"
"ENSRNOG00000007147","Cyp46a1","362782"
"ENSRNOG00000043143","Eml1","362783"
"ENSRNOG00000014476","Evl","79115"
"ENSRNOG00000004339","Yy1","24919"
"ENSRNOG00000004351","Slc25a29","314441"
"ENSRNOG00000004359","Wars1","314442"
"ENSRNOG00000004733","Wdr25","314443"
"ENSRNOG00000004650","Begain","79146"
"ENSRNOG00000019584","Dlk1","114587"
"ENSRNOG00000059660",NA,NA
"ENSRNOG00000052017","Dio3","29475"
"ENSRNOG00000004973","Ppp2r5c","691318"
"ENSRNOG00000006178","Dync1h1","29489"
"ENSRNOG00000007219",NA,NA
"ENSRNOG00000059714","Hsp90aa1","299331"
"ENSRNOG00000032348","Rpl35al8","108351255"
"ENSRNOG00000007333","Wdr20","314453"
"ENSRNOG00000007850","Mok","362787"
"ENSRNOG00000031661","Zfp839","500723"
"ENSRNOG00000008035","Cinp","299334"
"ENSRNOG00000021904","Tecpr2","314456"
"ENSRNOG00000008056",NA,NA
"ENSRNOG00000008067",NA,NA
"ENSRNOG00000049783","Rcor1","102554884"
"ENSRNOG00000008145","Traf3","362788"
"ENSRNOG00000009675","Cdc42bpb","113960"
"ENSRNOG00000010165","Tnfaip2","299339"
"ENSRNOG00000010218","Eif5","108348073"
"ENSRNOG00000010330","Mark3","170577"
"ENSRNOG00000010872","Ckb","24264"
"ENSRNOG00000011398","Trmt61a","314462"
"ENSRNOG00000058841","Bag5","366734"
"ENSRNOG00000011542","Coa8","299341"
"ENSRNOG00000011527",NA,NA
"ENSRNOG00000058920",NA,NA
"ENSRNOG00000011572","Klc1","171041"
"ENSRNOG00000012141","Xrcc3","102551085"
"ENSRNOG00000012185","Zfyve21","362789"
"ENSRNOG00000012653","Ppp1r13b","314465"
"ENSRNOG00000012677",NA,NA
"ENSRNOG00000043031","Rd3l","314467"
"ENSRNOG00000013661","Kif26a","314473"
"ENSRNOG00000013128","Tmem179","314472"
"ENSRNOG00000028650","Inf2","362790"
"ENSRNOG00000028640","Siva1","362791"
"ENSRNOG00000028629","Akt1","24185"
"ENSRNOG00000037562","Zbtb42","691556"
"ENSRNOG00000033688","Cep170b","500726"
"ENSRNOG00000028566","Pld4","362792"
"ENSRNOG00000028545",NA,NA
"ENSRNOG00000013690","Clba1","362793"
"ENSRNOG00000013898","Cdca4","500727"
"ENSRNOG00000013914","Gpr132","314480"
"ENSRNOG00000013927","Jag2","29147"
"ENSRNOG00000014362","Nudt14","299346"
"ENSRNOG00000014595","Brf1","299347"
"ENSRNOG00000014693","Btbd6","690367"
"ENSRNOG00000014744","Pacs2","691631"
"ENSRNOG00000004711","Mta1","64520"
"ENSRNOG00000005041","Crip2","338401"
"ENSRNOG00000027990","Crip1","691657"
"ENSRNOG00000005153",NA,NA
"ENSRNOG00000005174","Tmem121","691678"
"ENSRNOG00000049965",NA,NA
"ENSRNOG00000004262","LOC120093168","120093168"
"ENSRNOG00000004268","Zfp386","25165"
"ENSRNOG00000004317","Vipr2","29555"
"ENSRNOG00000004520","Dync2i1","314523"
"ENSRNOG00000032391","Esyt2","299488"
"ENSRNOG00000004968","Ncapg2","362798"
"ENSRNOG00000005003","Ptprn2","29714"
"ENSRNOG00000005271","Rapgef5","362799"
"ENSRNOG00000005410","Cdca7l","619566"
"ENSRNOG00000032605",NA,NA
"ENSRNOG00000005472","Sp4","25162"
"ENSRNOG00000005826",NA,NA
"ENSRNOG00000005943",NA,NA
"ENSRNOG00000006569","Itgb8","362800"
"ENSRNOG00000037435","Tmem196","500750"
"ENSRNOG00000046183",NA,NA
"ENSRNOG00000047194","Arl13b","304037"
"ENSRNOG00000048723","Pros1","81750"
"ENSRNOG00000050108",NA,NA
"ENSRNOG00000031993","LOC134479640","134479640"
"ENSRNOG00000002632","Naca","288770"
"ENSRNOG00000002642","Ptges3","362809"
"ENSRNOG00000002840","Atp5f1b","171374"
"ENSRNOG00000053881","Baz2a","304601"
"ENSRNOG00000003076","Rbms2","288771"
"ENSRNOG00000031612","Gls2","192268"
"ENSRNOG00000003127","Spryd4","288772"
"ENSRNOG00000031916","Timeless","83508"
"ENSRNOG00000031081","Stat2","288774"
"ENSRNOG00000003254","Il23a","155140"
"ENSRNOG00000032441","Pan2","408200"
"ENSRNOG00000003549","Cnpy2","685814"
"ENSRNOG00000023520","Cs","170587"
"ENSRNOG00000029571","Coq10a","362810"
"ENSRNOG00000030597","Ankrd52","362811"
"ENSRNOG00000023480","Nabp2","362813"
"ENSRNOG00000023456",NA,NA
"ENSRNOG00000031135","Smarcc2","685179"
"ENSRNOG00000054140","Myl6","685867"
"ENSRNOG00000028837","Myl6bl1","120093525"
"ENSRNOG00000060753","Esyt1","29579"
"ENSRNOG00000043026",NA,NA
"ENSRNOG00000040281","Zc3h10","685928"
"ENSRNOG00000042233",NA,NA
"ENSRNOG00000004904","Pa2g4","288778"
"ENSRNOG00000004964","Erbb3","29496"
"ENSRNOG00000005535","Ikzf4","100361923"
"ENSRNOG00000005987","Suox","81805"
"ENSRNOG00000006130","Rab5b","288779"
"ENSRNOG00000006469","Cdk2","362817"
"ENSRNOG00000023085","Pmel","362818"
"ENSRNOG00000022943","Dgka","140866"
"ENSRNOG00000058130","Pym1","366790"
"ENSRNOG00000006827","Tmem198b","500762"
"ENSRNOG00000006844","Dnajc14","114481"
"ENSRNOG00000030120","Ormdl2","288783"
"ENSRNOG00000030520","Sarnp","362819"
"ENSRNOG00000007610","Gdf11","29454"
"ENSRNOG00000007650","Cd63","29186"
"ENSRNOG00000007784","Bloc1s1","288785"
"ENSRNOG00000007905","Itga7","81008"
"ENSRNOG00000056878",NA,NA
"ENSRNOG00000008449","Neurod4","288821"
"ENSRNOG00000051152",NA,NA
"ENSRNOG00000033583","Zfp77","100910577"
"ENSRNOG00000031216",NA,NA
"ENSRNOG00000048910",NA,NA
"ENSRNOG00000048864",NA,NA
"ENSRNOG00000054392",NA,NA
"ENSRNOG00000021900",NA,NA
"ENSRNOG00000043289",NA,NA
"ENSRNOG00000006759","Ankrd24","299639"
"ENSRNOG00000006393","Sirt6","299638"
"ENSRNOG00000006350","Tle6","299637"
"ENSRNOG00000005874","Tle2","299636"
"ENSRNOG00000052025","Tle5","29466"
"ENSRNOG00000005446","Gna11","81662"
"ENSRNOG00000004793","Ncln","314648"
"ENSRNOG00000004695","Celf5","314647"
"ENSRNOG00000004505","Nfic","29228"
"ENSRNOG00000053040",NA,NA
"ENSRNOG00000004259","Dohh","314644"
"ENSRNOG00000004169","Fzr1","314642"
"ENSRNOG00000039858","Mfsd12","362824"
"ENSRNOG00000020601","Hmg20b","362825"
"ENSRNOG00000020585","Tbxa2r","24816"
"ENSRNOG00000039852","Cactin","500790"
"ENSRNOG00000020577","Pip5k1c","314641"
"ENSRNOG00000020466","Apba3","83611"
"ENSRNOG00000020464","Mrpl54","299628"
"ENSRNOG00000020431","Matk","60450"
"ENSRNOG00000020416","Zfr2","314639"
"ENSRNOG00000020407","Atcay","362826"
"ENSRNOG00000020383","Dapk3","64391"
"ENSRNOG00000020266","Eef2","29565"
"ENSRNOG00000020230","Pias4","362827"
"ENSRNOG00000020161","Zbtb7a","117107"
"ENSRNOG00000020005","Map2k2","58960"
"ENSRNOG00000019924","Thop1","64517"
"ENSRNOG00000019891","Sgta","64667"
"ENSRNOG00000045524","Slc39a3","314637"
"ENSRNOG00000029738","Diras1","366826"
"ENSRNOG00000019857","Gng7","58979"
"ENSRNOG00000019822","Gadd45b","299626"
"ENSRNOG00000025742","Lmnb2","299625"
"ENSRNOG00000019682","Timm13","252928"
"ENSRNOG00000032429","Tmprss9","314636"
"ENSRNOG00000057881","Sppl2b","362828"
"ENSRNOG00000019552","Lsm7","362829"
"ENSRNOG00000032569","Lingo3","690755"
"ENSRNOG00000019459","Oaz1","25502"
"ENSRNOG00000019349","Sf3a2","299620"
"ENSRNOG00000019247",NA,NA
"ENSRNOG00000032546","Dot1l","362831"
"ENSRNOG00000018977","Ap3d1","314633"
"ENSRNOG00000031950","Izumo4","362832"
"ENSRNOG00000018971","Mob3a","362833"
"ENSRNOG00000029028","Mknk2","299618"
"ENSRNOG00000018788","Btbd2","500793"
"ENSRNOG00000018529","Csnk1g2","65278"
"ENSRNOG00000018271","Scamp4","65170"
"ENSRNOG00000018212",NA,NA
"ENSRNOG00000033694","Abhd17a","299617"
"ENSRNOG00000017916","Rexo1","314630"
"ENSRNOG00000024975","Atp8b3","299616"
"ENSRNOG00000051499","Tcf3","171046"
"ENSRNOG00000016952","Uqcr11","690848"
"ENSRNOG00000028956","Mbd3","362834"
"ENSRNOG00000030830","Mex3d","299613"
"ENSRNOG00000034102","Plk5","314627"
"ENSRNOG00000033262","Reep6","362835"
"ENSRNOG00000016399",NA,NA
"ENSRNOG00000033791","Apc2","299611"
"ENSRNOG00000024603","Rps15","29285"
"ENSRNOG00000031387","Dazap1","362836"
"ENSRNOG00000024577","Gamt","25257"
"ENSRNOG00000024568","Ndufs7","362837"
"ENSRNOG00000024549","Pwwp3a","362838"
"ENSRNOG00000016203","Efna2","84358"
"ENSRNOG00000016193",NA,NA
"ENSRNOG00000015999",NA,NA
"ENSRNOG00000015434","Midn","314623"
"ENSRNOG00000014625","Atp5f1d","245965"
"ENSRNOG00000024349","Cbarp","314622"
"ENSRNOG00000014287","Stk11","314621"
"ENSRNOG00000013987","Sbno2","314619"
"ENSRNOG00000013604","Gpx4","29328"
"ENSRNOG00000013545","Polr2e","690966"
"ENSRNOG00000013220","Arhgap45","314618"
"ENSRNOG00000011315","Med16","299607"
"ENSRNOG00000012379","Wdr18","314617"
"ENSRNOG00000026435","Arid3a","314616"
"ENSRNOG00000011954","Kiss1r","78976"
"ENSRNOG00000011489","R3hdm4","362840"
"ENSRNOG00000029814","Prtn3","314615"
"ENSRNOG00000027940","Plppr3","314614"
"ENSRNOG00000010448","Ptbp1","29497"
"ENSRNOG00000010423","Misp","500797"
"ENSRNOG00000009760","Palm","170673"
"ENSRNOG00000012939","Abca7","299609"
"ENSRNOG00000012808","Tmem259","299608"
"ENSRNOG00000043044","Cnn2","690976"
"ENSRNOG00000009311","Fstl3","114031"
"ENSRNOG00000009028","Rnf126","314613"
"ENSRNOG00000024879","Polrmt","299604"
"ENSRNOG00000008831","Hcn2","114244"
"ENSRNOG00000008414","Bsg","25246"
"ENSRNOG00000030530","Gzmm","29252"
"ENSRNOG00000060530","Cdc34","299602"
"ENSRNOG00000008296","Tpgs1","691093"
"ENSRNOG00000008030","Shc2","314612"
"ENSRNOG00000008026",NA,NA
"ENSRNOG00000000175","Mier2","362841"
"ENSRNOG00000000177","Plpp2","246115"
"ENSRNOG00000051563","Giot1","171090"
"ENSRNOG00000022871","2610008E11Rikl","691170"
"ENSRNOG00000007509","Slc1a6","84012"
"ENSRNOG00000007307","Syde1","362842"
"ENSRNOG00000028512","Hacl2","362843"
"ENSRNOG00000004346","Notch3","56761"
"ENSRNOG00000006770","Brd4","362844"
"ENSRNOG00000006559","Akap8","116633"
"ENSRNOG00000006355","Akap8l","299569"
"ENSRNOG00000006217","Wiz","314598"
"ENSRNOG00000029478","Cyp4f17","500801"
"ENSRNOG00000062306",NA,NA
"ENSRNOG00000042496","Cyp4f5","286905"
"ENSRNOG00000004947","LOC102546572","102546572"
"ENSRNOG00000032552","Zfp799","494339"
"ENSRNOG00000042851",NA,NA
"ENSRNOG00000030416","Zfp870","362845"
"ENSRNOG00000043233","Cyp4f6","266689"
"ENSRNOG00000004572","Zfp472","314587"
"ENSRNOG00000029416","Zfp952","100360287"
"ENSRNOG00000057416","Zfp763","314586"
"ENSRNOG00000004662","Ftl1l5","500804"
"ENSRNOG00000030273",NA,NA
"ENSRNOG00000048577","Zfp955a","314600"
"ENSRNOG00000033056",NA,NA
"ENSRNOG00000007076","Zfp239l1","108348125"
"ENSRNOG00000000958",NA,NA
"ENSRNOG00000009072","Otub1l1","314660"
"ENSRNOG00000008857","Adamts10","314655"
"ENSRNOG00000008409","Myo1f","314654"
"ENSRNOG00000008378","Zfp414","299647"
"ENSRNOG00000007921","Hnrnpm","116655"
"ENSRNOG00000007769","Marchf2","362849"
"ENSRNOG00000007648","Rab11b","79434"
"ENSRNOG00000007545","Angptl4","362850"
"ENSRNOG00000007230","Kank3","366848"
"ENSRNOG00000042886","Rps28","691531"
"ENSRNOG00000006939",NA,NA
"ENSRNOG00000006901","Ndufa7","299643"
"ENSRNOG00000048230","Smokl3","300308"
"ENSRNOG00000026866","Syn3","29130"
"ENSRNOG00000004303","Timp3","25358"
"ENSRNOG00000004637","Fbxo7","366854"
"ENSRNOG00000004813","Rtcb","362855"
"ENSRNOG00000004962","Prdm4","170820"
"ENSRNOG00000005350","Pwp1","362856"
"ENSRNOG00000005758","Abtb3","314675"
"ENSRNOG00000006622","Cry1","299691"
"ENSRNOG00000006978","Mterf2","366856"
"ENSRNOG00000006987",NA,NA
"ENSRNOG00000007432","Polr3b","362858"
"ENSRNOG00000007587","Tcp11l2","314683"
"ENSRNOG00000008016","Ckap4","362859"
"ENSRNOG00000008061","Nuak1","299694"
"ENSRNOG00000060879","C7h12orf75","100910996"
"ENSRNOG00000051536","Rfx4","500818"
"ENSRNOG00000007323","Ric8b","314681"
"ENSRNOG00000006998","Fhl4","314678"
"ENSRNOG00000060280",NA,NA
"ENSRNOG00000008174","Appl2","362860"
"ENSRNOG00000008331","Washc4","314690"
"ENSRNOG00000008586","Aldh1l2","299699"
"ENSRNOG00000008696","Nopchap1","299700"
"ENSRNOG00000008713","Slc41a2","362861"
"ENSRNOG00000008885","Chst11","314694"
"ENSRNOG00000009088","Txnrd1","58819"
"ENSRNOG00000010309","Nfyb","25336"
"ENSRNOG00000053510","Hcfc2","314704"
"ENSRNOG00000033579","Glt8d2","366859"
"ENSRNOG00000027124","Tdg","114521"
"ENSRNOG00000026982","Uqcc6","691921"
"ENSRNOG00000026963","Hsp90b1","362862"
"ENSRNOG00000026807","Ttc41","362863"
"ENSRNOG00000026793","Nt5dc3","691922"
"ENSRNOG00000038943","C7h12orf42","679534"
"ENSRNOG00000004294",NA,NA
"ENSRNOG00000004517","Igf1","24482"
"ENSRNOG00000004682","Parpbp","100310874"
"ENSRNOG00000004727","Nup37","299706"
"ENSRNOG00000005102","Washc3","299707"
"ENSRNOG00000038916","Dram1","679937"
"ENSRNOG00000005228","Gnptab","362865"
"ENSRNOG00000058271","Chpt1","362866"
"ENSRNOG00000043412",NA,NA
"ENSRNOG00000005763","Arl1","64187"
"ENSRNOG00000005823","Utp20","314713"
"ENSRNOG00000006841","Ano4","299714"
"ENSRNOG00000061320","Rpl9-ps30","100364457"
"ENSRNOG00000025198",NA,NA
"ENSRNOG00000024955","Scyl2","314717"
"ENSRNOG00000007875","Actr6","314718"
"ENSRNOG00000050317","Bltp3b","363009"
"ENSRNOG00000054263",NA,NA
"ENSRNOG00000024870","Anks1b","314721"
"ENSRNOG00000008022","Apaf1","78963"
"ENSRNOG00000008247","Ikbip","314730"
"ENSRNOG00000008289",NA,NA
"ENSRNOG00000008797","Tmpo","25359"
"ENSRNOG00000004011","Nedd1","299730"
"ENSRNOG00000004148","Cdk17","314743"
"ENSRNOG00000004367","Elk3","362871"
"ENSRNOG00000004494","Lta4h","299732"
"ENSRNOG00000005556","Snrpf","680737"
"ENSRNOG00000005573","Ntn4","299737"
"ENSRNOG00000005637","Usp44","314746"
"ENSRNOG00000021881","Metap2","64370"
"ENSRNOG00000006514","Vezt","299738"
"ENSRNOG00000054515","Fgd6","500824"
"ENSRNOG00000006983","Nr2c1","252924"
"ENSRNOG00000007407","Ndufa12","299739"
"ENSRNOG00000007713","Tmcc3","314751"
"ENSRNOG00000054516",NA,NA
"ENSRNOG00000007859","Cep83","366872"
"ENSRNOG00000007970","Plxnc1","362873"
"ENSRNOG00000050393",NA,NA
"ENSRNOG00000008507","Cradd","314756"
"ENSRNOG00000008965","Socs2","84607"
"ENSRNOG00000042740","Mrpl42","299743"
"ENSRNOG00000058053",NA,NA
"ENSRNOG00000009094","Nudt4","94267"
"ENSRNOG00000021688","Ndufa13-ps1","314759"
"ENSRNOG00000021681","Eea1","314764"
"ENSRNOG00000004284","Btg1","29618"
"ENSRNOG00000004554","Dcn","29139"
"ENSRNOG00000004610","Lum","81682"
"ENSRNOG00000006749","Tmtc3","314785"
"ENSRNOG00000056458","Cep290","314787"
"ENSRNOG00000006973","Rlig1","314788"
"ENSRNOG00000004026","Atp2b1","29598"
"ENSRNOG00000024450","Poc1b","100362836"
"ENSRNOG00000023896","Dusp6","116663"
"ENSRNOG00000005386","Kitlg","60427"
"ENSRNOG00000023762",NA,NA
"ENSRNOG00000004149","Mgat4c","299756"
"ENSRNOG00000004179","Nts","299757"
"ENSRNOG00000038574","Rassf9","65053"
"ENSRNOG00000004564","Lrriq1","299759"
"ENSRNOG00000027468","Slc6a15","282712"
"ENSRNOG00000004585","Tmtc2","299762"
"ENSRNOG00000027451","Mettl25","314798"
"ENSRNOG00000004183","Ccdc59","314799"
"ENSRNOG00000061159",NA,NA
"ENSRNOG00000004353","Ppfia2","362876"
"ENSRNOG00000004527","Lin7a","85327"
"ENSRNOG00000006426","Syt1","25716"
"ENSRNOG00000005917","Pawr","64513"
"ENSRNOG00000004925","Ppp1r12a","116670"
"ENSRNOG00000052157","Nav3","314814"
"ENSRNOG00000026252","E2f7","314818"
"ENSRNOG00000003772","Csrp2","29317"
"ENSRNOG00000003803","Zdhhc17","366889"
"ENSRNOG00000026962","Osbpl8","314824"
"ENSRNOG00000026913","Bbs10","500832"
"ENSRNOG00000003890","Nap1l1","89825"
"ENSRNOG00000004019","Phlda1","29380"
"ENSRNOG00000004035","Krr1","314830"
"ENSRNOG00000026600","Caps2","366891"
"ENSRNOG00000004077","Kcnc2","246153"
"ENSRNOG00000059744",NA,NA
"ENSRNOG00000005278","Trhde","366894"
"ENSRNOG00000058424",NA,NA
"ENSRNOG00000003880","Tph2","317675"
"ENSRNOG00000003889","Tbc1d15","366896"
"ENSRNOG00000003923","Rab21","299799"
"ENSRNOG00000003985","Tmem19","299800"
"ENSRNOG00000003993",NA,NA
"ENSRNOG00000053060","Zfc3h1","314836"
"ENSRNOG00000004221","Lgr5","299802"
"ENSRNOG00000004483","Ptprr","94202"
"ENSRNOG00000054458","Kcnmb4","66016"
"ENSRNOG00000004909","Cnot2","299805"
"ENSRNOG00000029115",NA,NA
"ENSRNOG00000005362","Rab3ip","29885"
"ENSRNOG00000005546",NA,NA
"ENSRNOG00000021317","Cct2","299809"
"ENSRNOG00000005642","Frs2","314850"
