Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"710"	"HES6"	"665.3"	"ARCHS4 Coexpression,569;Enrichr Queries,902;GTEx Coexpression,525"	"FZD3,DSCAM,LMO4,NFIB,DCC,CXCR4,DSCAML1"
"gene_set_query"	"711"	"SOX7"	"665.7"	"ARCHS4 Coexpression,560;Enrichr Queries,658;GTEx Coexpression,779"	"NELL2,EFNB1,NRP1,NRP2,SEMA6A,CXCR4,HSPG2"
"gene_set_query"	"712"	"KDM2B"	"666.0"	"ARCHS4 Coexpression,931;GTEx Coexpression,401"	"VANGL2,SEMA6A,ATP7A,EPHB3"
"gene_set_query"	"713"	"ZNF835"	"666.0"	"ARCHS4 Coexpression,1594;Enrichr Queries,338;GTEx Coexpression,66"	"RTN4R,SPTBN4,NTRK2,TENM4,DSCAM,DCC,ANK3,UNC5D,L1CAM,DCLK1,NELL2,RELN,NCAM1,MEGF8,DSCAML1"
"gene_set_query"	"714"	"EGR3"	"667.3"	"ARCHS4 Coexpression,890;Enrichr Queries,954;GTEx Coexpression,158"	"NRP1,SZT2,VANGL2,BCL11B,DLX5,CXCR4,ATP7A,EPHB3"
"gene_set_query"	"715"	"FOXN1"	"667.7"	"ARCHS4 Coexpression,462;Enrichr Queries,1375;GTEx Coexpression,166"	"LAMA5,EFNB1,VANGL2,BCL11B,DLX5,EPHB3,NECTIN1"
"gene_set_query"	"716"	"ZNF428"	"667.7"	"ARCHS4 Coexpression,176;Enrichr Queries,1367;GTEx Coexpression,460"	"LINGO1,FZD3,DSCAM,LMO4,MAP2,NCAM1,MEGF8,EPHB2"
"gene_set_query"	"717"	"ZFP1"	"668.7"	"ARCHS4 Coexpression,186;Enrichr Queries,1113;GTEx Coexpression,707"	"CHRNB2,EPHA5,FZD3,BMPR2,DLX5,MAP2,DCX,CXCR4,ROBO1"
"gene_set_query"	"718"	"ZNF671"	"668.7"	"ARCHS4 Coexpression,469;Enrichr Queries,1133;GTEx Coexpression,404"	"CYFIP2,SPTBN4,CXCR4,RAC1,MDGA1,CELSR3"
"gene_set_query"	"719"	"FOXO3"	"670.5"	"Literature ChIP-seq,98;ARCHS4 Coexpression,950;Enrichr Queries,482;GTEx Coexpression,1152"	"EPHA4,TRIO,ZMIZ1,NFIB,MAP2,TAOK1,CXCR4,CTNNB1,PRKCA,PTPRJ,ANK3,EPHB1"
"gene_set_query"	"720"	"GZF1"	"670.7"	"ARCHS4 Coexpression,637;Enrichr Queries,871;GTEx Coexpression,504"	"EFNB1,NRP1,KLF7,ZEB2,TRIO,CXCR4,ZSWIM6,ARHGAP35"
"gene_set_query"	"721"	"PRDM10"	"672.0"	"ARCHS4 Coexpression,1432;Enrichr Queries,151;GTEx Coexpression,433"	"NRP1,EPHA4,TRIO,TENM4,BCL11B,PTCH1,MYCBP2,PRKCA,ANK3,CRKL,DIAPH1,KLF7,ZEB2,RELN,ZMIZ1,NFIB,ZSWIM6"
"gene_set_query"	"722"	"ATF4"	"672.8"	"ARCHS4 Coexpression,1054;Enrichr Queries,1348;ReMap ChIP-seq,69;GTEx Coexpression,220"	"CYFIP2,LAMA5,NRP1,NRP2,LMO4,L1CAM,HSPG2,ARHGAP35,CELSR3"
"gene_set_query"	"723"	"SP2"	"673.6"	"ARCHS4 Coexpression,1174;ENCODE ChIP-seq,83;Enrichr Queries,947;ReMap ChIP-seq,230;GTEx Coexpression,934"	"SZT2,ZEB2,EPHA7,ZMIZ1,NFIB,MEGF8,MYH10"
"gene_set_query"	"724"	"SRCAP"	"675.3"	"ARCHS4 Coexpression,614;Enrichr Queries,727;GTEx Coexpression,685"	"SZT2,TRIO,ZMIZ1,NFIB,CTNNB1,MYH10,ARHGAP35"
"gene_set_query"	"725"	"FOXN4"	"676.0"	"ARCHS4 Coexpression,473;Enrichr Queries,250;GTEx Coexpression,1305"	"NRP1,NTRK2,LINGO1,TENM4,BCL11B,CXCR4,LRP2,GLI3,CDH4,NFASC,SLIT3,MDGA1,MYH10"
"gene_set_query"	"726"	"FOXN3"	"676.7"	"ARCHS4 Coexpression,939;Enrichr Queries,189;GTEx Coexpression,902"	"EPHA4,TRIO,BMPR2,LRP1,PTCH1,MYCBP2,PRKCA,ANK3,ROBO1,NELL2,KLF7,ZEB2,ZMIZ1,NFIB,ATP7A"
"gene_set_query"	"727"	"ZNF300"	"679.3"	"ARCHS4 Coexpression,35;Enrichr Queries,464;GTEx Coexpression,1539"	"ROBO2,EPHA5,EPHA4,FZD3,SEMA6A,DCC,DLX5,CXCR4,UNC5D,ROBO1,NELL2,ENAH,KLF7,NFIB,MAP2,NOVA2,DCX,NCAM1,SLIT2,EPHB1"
"gene_set_query"	"728"	"E2F7"	"679.8"	"Literature ChIP-seq,162;ARCHS4 Coexpression,784;Enrichr Queries,1344;ReMap ChIP-seq,164;GTEx Coexpression,945"	"TRIO,LRP1,PTCH1,ZSWIM6"
"gene_set_query"	"729"	"ZFP57"	"681.7"	"ARCHS4 Coexpression,1286;Enrichr Queries,535;GTEx Coexpression,224"	"NELL2,NRP1,EPHA4,ZEB2,NFIB,CNTN2,CXCR4,NCAM1,DSCAML1"
"gene_set_query"	"730"	"MYBL2"	"681.8"	"Literature ChIP-seq,108;ARCHS4 Coexpression,1283;ENCODE ChIP-seq,87;Enrichr Queries,1326;ReMap ChIP-seq,283;GTEx Coexpression,1004"	"NTRK2,SZT2,SEMA6A,TENM4,LRP1,PTCH1,PSEN1,CELSR3,ENAH,KLF7,ZEB2,ZMIZ1,CTNNB1,SPG11"
"gene_set_query"	"731"	"ZNF275"	"682.0"	"ARCHS4 Coexpression,306;Enrichr Queries,1068;GTEx Coexpression,672"	"CYFIP2,NRP1,SEMA6A,DSCAM,ZMIZ1,CXCR4,ARHGAP35"
"gene_set_query"	"732"	"WIZ"	"682.0"	"ARCHS4 Coexpression,415;Enrichr Queries,1139;GTEx Coexpression,492"	"EPHA6,ZMIZ1,PLXNA1,MEGF8,ARHGAP35"
"gene_set_query"	"733"	"TBXT"	"682.8"	"ARCHS4 Coexpression,968;Enrichr Queries,427;ReMap ChIP-seq,2;GTEx Coexpression,1334"	"EPHA4,LAMA5,NRP2,EPHA7,TENM3,SEMA6A,TENM4,BCL11B,DLX5,PTCH1,SEMA4C,CXCR4,GLI3,EFNB1,KLF7,CDH4,SLIT1,ZSWIM6,NCAM1,DSCAML1,EPHB3,NECTIN1"
"gene_set_query"	"734"	"FOXH1"	"685.0"	"ARCHS4 Coexpression,340;Enrichr Queries,993;GTEx Coexpression,722"	"LAMA5,LINGO1,SEMA6A,LMO4,EPHB2,MYH10,CELSR3"
"gene_set_query"	"735"	"ADNP"	"685.0"	"ARCHS4 Coexpression,396;Enrichr Queries,707;ReMap ChIP-seq,154;GTEx Coexpression,1483"	"ENAH,TRIO,ZMIZ1,NFIB,MYCBP2,DCX,CTNNB1,PTPRJ,HSPG2,MYH10"
"gene_set_query"	"736"	"RARA"	"685.0"	"Literature ChIP-seq,137;ARCHS4 Coexpression,1142;Enrichr Queries,798;ReMap ChIP-seq,263;GTEx Coexpression,1085"	"CYFIP2,NRP1,ZMIZ1,NOVA2,CXCR4,PRKCA,RAC1,PSEN1,SLIT2,MYH10,CELSR3"
"gene_set_query"	"737"	"NKX32"	"685.0"	"ARCHS4 Coexpression,1109;GTEx Coexpression,261"	"LAMA5,NRP2,EPHA7,GLI3"
"gene_set_query"	"738"	"ARID5B"	"686.0"	"ARCHS4 Coexpression,767;Enrichr Queries,282;GTEx Coexpression,1009"	"NELL2,ENAH,NRP1,KLF7,ZEB2,BMPR2,ZMIZ1,LMO4,NFIB,CXCR4,ANK3"
"gene_set_query"	"739"	"E2F1"	"686.5"	"Literature ChIP-seq,127;ARCHS4 Coexpression,1200;ENCODE ChIP-seq,55;Enrichr Queries,1343;ReMap ChIP-seq,274;GTEx Coexpression,1120"	"RTN4R,DIAPH1,NRP2,TRIO,DSCAM,NFIB,PTCH1,PTPRJ,RAC1,MET,GLI3,CRKL"
"gene_set_query"	"740"	"ZBTB34"	"688.3"	"ARCHS4 Coexpression,983;Enrichr Queries,256;GTEx Coexpression,826"	"ENAH,NRP1,ZEB2,BMPR2,ZMIZ1,NFIB,PTCH1,TAOK1,CXCR4,PTPRJ,ZSWIM6"
"gene_set_query"	"741"	"TAL2"	"688.3"	"ARCHS4 Coexpression,563;Enrichr Queries,393;GTEx Coexpression,1109"	"ENAH,EPHA4,NTRK2,EPHA7,FZD3,MYCBP2,CXCR4,NCAM1,LRP2,GLI3"
"gene_set_query"	"742"	"ZNF700"	"689.0"	"ARCHS4 Coexpression,376;Enrichr Queries,1328;GTEx Coexpression,363"	"NCAM1,MEGF8,SPG11,ARHGAP35"
"gene_set_query"	"743"	"ZNF599"	"689.3"	"ARCHS4 Coexpression,1190;Enrichr Queries,218;GTEx Coexpression,660"	"ROBO2,SEMA5A,NRP1,EPHA4,SZT2,BCL11B,PTCH1,CXCR4,KALRN,NELL2,ZEB2,ZMIZ1,NFIB"
"gene_set_query"	"744"	"ZNF3"	"690.0"	"ARCHS4 Coexpression,1285;Enrichr Queries,676;GTEx Coexpression,109"	"CHRNB2,ENAH,TRIO,SEMA6A,ERBB4,MAP2,ZMIZ1,NFIB,NOVA2,MEGF8"
"gene_set_query"	"745"	"RFX5"	"690.2"	"ARCHS4 Coexpression,973;ENCODE ChIP-seq,19;Enrichr Queries,1173;ReMap ChIP-seq,98;GTEx Coexpression,1188"	"CHRNB2,LAMA5,SPTBN4,FZD3,SEMA6A,MYCBP2,CXCR4,HSPG2,CELSR3,CRKL,DIAPH1,ZMIZ1,CTNNB1,NCAM1,MEGF8,EPHB1,SPG11,MYH10"
"gene_set_query"	"746"	"STAT5B"	"690.3"	"ARCHS4 Coexpression,838;Enrichr Queries,503;ReMap ChIP-seq,273;GTEx Coexpression,1147"	"CYFIP2,ZEB2,ZMIZ1,PTCH1,CXCR4,CTNNB1,PRKCA,PTPRJ,MET"
"gene_set_query"	"747"	"NFE2L1"	"690.3"	"ARCHS4 Coexpression,432;Enrichr Queries,800;ReMap ChIP-seq,150;GTEx Coexpression,1379"	"LRP1,DCC,ZMIZ1,NFIB,MYCBP2,CTNNB1,PLXNA1,MEGF8,ARHGAP35"
"gene_set_query"	"748"	"ZNF750"	"690.8"	"ARCHS4 Coexpression,946;Enrichr Queries,1363;ReMap ChIP-seq,205;GTEx Coexpression,249"	"LAMA5,VANGL2,DLX5,SEMA4C,GLI3,EPHB3,NECTIN1"
"gene_set_query"	"749"	"HIC2"	"692.0"	"ARCHS4 Coexpression,478;Enrichr Queries,700;GTEx Coexpression,898"	"EPHA4,SEMA6A,DCC,ZMIZ1,NFIB,MYH10,CELSR3,CRKL"
"gene_set_query"	"750"	"SNAPC4"	"692.3"	"ARCHS4 Coexpression,1021;Enrichr Queries,549;ReMap ChIP-seq,174;GTEx Coexpression,1025"	"SPTBN4,LAMA5,TRIO,ZMIZ1,PLXNA1,MEGF8,MYH10,CELSR3"
"gene_set_query"	"751"	"ZNF382"	"692.3"	"ARCHS4 Coexpression,1507;Enrichr Queries,532;GTEx Coexpression,38"	"RTN4R,ROBO2,SPTBN4,EPHA4,BCL11B,CXCR4,ANK3,L1CAM,CELSR3,NELL2,RELN,MDGA1"
"gene_set_query"	"752"	"UBP1"	"693.3"	"ARCHS4 Coexpression,953;Enrichr Queries,999;GTEx Coexpression,128"	"ENAH,LAMA5,DIAPH1,TRIO,NFIB,MYCBP2,CTNNB1,HSPG2"
"gene_set_query"	"753"	"ZBED3"	"693.3"	"ARCHS4 Coexpression,502;Enrichr Queries,934;GTEx Coexpression,644"	"EPHA4,NFIB,ZMIZ1,CXCR4,PLXNA4,ARHGAP35"
"gene_set_query"	"754"	"HES7"	"695.3"	"ARCHS4 Coexpression,1059;Enrichr Queries,939;GTEx Coexpression,88"	"RTN4R,NELL2,SPTBN4,NFIB,CXCR4,ANK3,L1CAM,MDGA1,CELSR3"
"gene_set_query"	"755"	"HOXD1"	"696.0"	"ARCHS4 Coexpression,1273;Enrichr Queries,744;GTEx Coexpression,71"	"ZEB2,SEMA6A,DLX5,CNTN2,CXCR4,RAC1,PSEN1,SLIT2,DSCAML1"
"gene_set_query"	"756"	"CEBPA"	"698.6"	"Literature ChIP-seq,42;ARCHS4 Coexpression,1446;Enrichr Queries,965;ReMap ChIP-seq,188;GTEx Coexpression,852"	"CYFIP2,NRP1,EPHA7,FZD3,EPHA6,LRP1,TENM4,CXCR4,PRKCA,UNC5D,LRP2,HSPG2,ROBO1,NELL2,EFNB1,ZMIZ1,PLXNA1,CTNNB1,MEGF8,MDGA2,DSCAML1,MYH10"
"gene_set_query"	"757"	"MAZ"	"698.6"	"ARCHS4 Coexpression,1196;ENCODE ChIP-seq,6;Enrichr Queries,1373;ReMap ChIP-seq,145;GTEx Coexpression,773"	"CHRNB2,LAMA5,LRP1,PTCH1,SEMA4C,MYCBP2,PTPRJ,L1CAM,CRKL,EFNB1,VANGL2,NFIB,ZMIZ1,TAOK1,PLXNA1,CTNNB1,ZSWIM6,RAC1,ATP7A"
"gene_set_query"	"758"	"ZNF438"	"699.3"	"ARCHS4 Coexpression,699;Enrichr Queries,386;GTEx Coexpression,1013"	"NRP1,KLF7,ZEB2,ZMIZ1,CXCR4,PTPRJ,ZSWIM6,GLI3"
"gene_set_query"	"759"	"FOXK2"	"699.8"	"ARCHS4 Coexpression,667;Enrichr Queries,724;ReMap ChIP-seq,122;GTEx Coexpression,1286"	"SPTBN4,DIAPH1,TRIO,LRP1,ZMIZ1,NFIB,MYCBP2,PLXNA1,PRKCA,HSPG2,ARHGAP35"
"gene_set_query"	"760"	"ZBTB39"	"703.7"	"ARCHS4 Coexpression,621;Enrichr Queries,352;GTEx Coexpression,1138"	"ENAH,NRP1,KLF7,TRIO,SEMA6A,ZMIZ1,NFIB,PTCH1,CXCR4,MYH10"
"gene_set_query"	"761"	"NFKB1"	"704.3"	"ARCHS4 Coexpression,1007;Enrichr Queries,848;ReMap ChIP-seq,97;GTEx Coexpression,865"	"NRP1,NRP2,ZEB2,LRP1,ZMIZ1,SEMA4C,CXCR4,CTNNB1,PRKCA,PTPRJ,ATP7A"
"gene_set_query"	"762"	"GATA6"	"704.4"	"Literature ChIP-seq,94;ARCHS4 Coexpression,1208;Enrichr Queries,560;ReMap ChIP-seq,53;GTEx Coexpression,1607"	"SEMA5A,NRP1,LAMA5,EPHA4,SPTBN4,LRP1,BCL11B,LMO4,MYCBP2,PRKCA,LRP2,HSPG2,ROBO1,ZEB2,ZMIZ1,NFIB,SLIT1,ZSWIM6,SLIT2,NECTIN1,EPHB3"
"gene_set_query"	"763"	"ZNF519"	"705.7"	"ARCHS4 Coexpression,750;Enrichr Queries,1204;GTEx Coexpression,163"	"SPTBN4,SZT2,RELN,CXCR4,ANK3,L1CAM,MDGA1"
"gene_set_query"	"764"	"ZBTB11"	"706.0"	"ARCHS4 Coexpression,588;Enrichr Queries,1163;ReMap ChIP-seq,252;GTEx Coexpression,821"	"DIAPH1,TAOK1,MYCBP2,SPG11,CRKL"
"gene_set_query"	"765"	"PBX2"	"706.0"	"ARCHS4 Coexpression,1145;Enrichr Queries,850;ReMap ChIP-seq,137;GTEx Coexpression,692"	"NRP1,ZEB2,LRP1,NFIB,CXCR4,PTPRJ,HSPG2"
"gene_set_query"	"766"	"ZNF160"	"706.3"	"ARCHS4 Coexpression,898;Enrichr Queries,457;GTEx Coexpression,764"	"CYFIP2,TRIO,NFIB,MYCBP2,CXCR4,CTNNB1,ANK3,CRKL"
"gene_set_query"	"767"	"ZBTB20"	"707.3"	"ARCHS4 Coexpression,419;Enrichr Queries,120;GTEx Coexpression,1583"	"SEMA5A,NRP1,EPHA4,NTRK2,TRIO,BMPR2,PTCH1,MYCBP2,PRKCA,ANK3,ROBO1,NELL2,KLF7,ZEB2,ZMIZ1,NFIB,NCAM1"
"gene_set_query"	"768"	"ZSCAN12"	"707.7"	"ARCHS4 Coexpression,743;Enrichr Queries,718;GTEx Coexpression,662"	"NRP1,KLF7,ZEB2,FZD3,TRIO,NFIB,GLI3"
"gene_set_query"	"769"	"ETV3L"	"709.0"	"ARCHS4 Coexpression,339;Enrichr Queries,805;GTEx Coexpression,983"	"NELL2,ROBO2,NRP1,CXCR4,PSEN1,MET,MDGA1,PLXNA4"
"gene_set_query"	"770"	"HES4"	"710.0"	"ARCHS4 Coexpression,322;Enrichr Queries,1184;GTEx Coexpression,624"	"ENAH,RTN4R,EFNB1,CXCR4,GLI3,EPHB3"
"gene_set_query"	"771"	"ZNF717"	"710.3"	"ARCHS4 Coexpression,729;Enrichr Queries,156;GTEx Coexpression,1246"	"ROBO2,EPHA4,LAMA5,SZT2,SEMA6A,TENM4,PTCH1,ANK3,ROBO1,NELL2,CDH4,RELN,ERBB4,MET"
"gene_set_query"	"772"	"ZNF92"	"710.8"	"ARCHS4 Coexpression,564;Enrichr Queries,1242;ReMap ChIP-seq,6;GTEx Coexpression,1031"	"LAMA5,FZD3,LRP1,CXCR4,PTPRJ,HSPG2,ARHGAP35,ENAH,ZMIZ1,PLXNA1,EPHB2,MEGF8,MET,EPHB3"
"gene_set_query"	"773"	"HOXA1"	"711.7"	"ARCHS4 Coexpression,1053;Enrichr Queries,281;GTEx Coexpression,801"	"NELL2,NRP1,EPHA4,ZEB2,NFIB,CXCR4,NCAM1,SLIT2,MET,NECTIN1,ROBO1"
"gene_set_query"	"774"	"HSF4"	"713.0"	"ARCHS4 Coexpression,534;Enrichr Queries,983;GTEx Coexpression,622"	"LAMA5,SPTBN4,CXCR4,HSPG2,CELSR3"
"gene_set_query"	"775"	"ESR2"	"713.2"	"Literature ChIP-seq,128;ARCHS4 Coexpression,1539;Enrichr Queries,383;ReMap ChIP-seq,31;GTEx Coexpression,1485"	"LAMA5,SPTBN4,EPHA4,NTRK2,DSCAM,CXCR4,PRKCA,ANK3,DCLK1,ROBO1,CRKL,NELL2,KLF7,ERBB4,CTNNB1,ZSWIM6,MET"
"gene_set_query"	"776"	"RLF"	"713.7"	"ARCHS4 Coexpression,682;Enrichr Queries,879;GTEx Coexpression,580"	"TRIO,TAOK1,MYCBP2,CXCR4,ZSWIM6,ATP7A"
"gene_set_query"	"777"	"ZNF772"	"714.0"	"ARCHS4 Coexpression,390;Enrichr Queries,867;GTEx Coexpression,885"	"NRP1,EPHA4,FZD3,NFIB,MAP2,TAOK1,ANK3,CRKL"
"gene_set_query"	"778"	"DMRT1"	"714.0"	"Literature ChIP-seq,16;ARCHS4 Coexpression,1131;Enrichr Queries,438;GTEx Coexpression,1271"	"ROBO2,SEMA5A,NRP1,TRIO,TENM4,LRP1,DLX5,CXCR4,LRP2,ARHGAP35,SLIT3,NCAM1,ATP7A,MYH10,NTRK2,EPHA7,BCL11B,DSCAM,DCC,TBR1,ANK3,HSPG2,ENAH,ZEB2,NFIB,NOVA2,TAOK1,CNTN2,CTNNB1,NECTIN1"
"gene_set_query"	"779"	"ZNF569"	"714.7"	"ARCHS4 Coexpression,702;Enrichr Queries,911;GTEx Coexpression,531"	"ENAH,ZEB2,EPHA6,NFIB,CXCR4,ARHGAP35"
"gene_set_query"	"780"	"HOXB2"	"715.0"	"ARCHS4 Coexpression,1199;Enrichr Queries,655;GTEx Coexpression,291"	"LAMA5,NRP1,EPHA4,NRP2,EPHA7,ZEB2,CXCR4,SLIT2,HSPG2"
"gene_set_query"	"781"	"ZBTB37"	"715.7"	"ARCHS4 Coexpression,304;Enrichr Queries,407;GTEx Coexpression,1436"	"ENAH,KLF7,ZEB2,SZT2,BMPR2,NFIB,PTCH1,TAOK1,MYCBP2,SPG11"
"gene_set_query"	"782"	"FOXD1"	"716.5"	"ARCHS4 Coexpression,762;GTEx Coexpression,671"	"TENM3,TRIO"
"gene_set_query"	"783"	"ETS2"	"717.0"	"Literature ChIP-seq,37;ARCHS4 Coexpression,1317;Enrichr Queries,1092;GTEx Coexpression,422"	"EFNB1,NRP1,KLF7,SEMA6A,DLX5,ZMIZ1,CXCR4,NCAM1,MEGF8,EPHB1"
"gene_set_query"	"784"	"HOXD11"	"718.3"	"ARCHS4 Coexpression,1228;Enrichr Queries,618;GTEx Coexpression,309"	"NELL2,LAMA5,NRP2,ZEB2,DLX5,SEMA4C,SLIT1,SLIT2,GLI3"
"gene_set_query"	"785"	"MESP2"	"718.7"	"ARCHS4 Coexpression,753;Enrichr Queries,1278;GTEx Coexpression,125"	"CHRNB2,LINGO1,BCL11B,MAP2,DCX,MEGF8,DSCAML1"
"gene_set_query"	"786"	"ZNF607"	"718.7"	"ARCHS4 Coexpression,353;Enrichr Queries,1107;GTEx Coexpression,696"	"ENAH,NRP1,FZD3,EPHA6,SEMA6A,NFIB,MYH10"
"gene_set_query"	"787"	"DMRT2"	"719.3"	"ARCHS4 Coexpression,1050;Enrichr Queries,340;GTEx Coexpression,768"	"NELL2,NTRK2,ZEB2,BCL11B,NFIB,SLIT1,CXCR4,PLXNA1,LRP2,SLIT2"
"gene_set_query"	"788"	"ZNF195"	"719.7"	"ARCHS4 Coexpression,512;Enrichr Queries,1069;GTEx Coexpression,578"	"ENAH,SPTBN4,FZD3,NFIB,HSPG2"
"gene_set_query"	"789"	"ZNF134"	"720.0"	"ARCHS4 Coexpression,285;Enrichr Queries,1070;GTEx Coexpression,805"	"ENAH,FZD3,TRIO,SEMA6A,CXCR4,ATP7A,MYH10"
"gene_set_query"	"790"	"ZNF721"	"720.3"	"ARCHS4 Coexpression,524;Enrichr Queries,1214;GTEx Coexpression,423"	"ENAH,SPTBN4,SEMA6A,ANK3,MYH10,CELSR3"
"gene_set_query"	"791"	"MYOD1"	"720.6"	"ARCHS4 Coexpression,886;ENCODE ChIP-seq,9;Enrichr Queries,1201;ReMap ChIP-seq,79;GTEx Coexpression,1428"	"LAMA5,NRP2,FZD3,TRIO,SEMA6A,TENM4,LMO4,SEMA4C,CXCR4,HSPG2,ARHGAP35,ENAH,VANGL2,PLXNA1,CTNNB1,NCAM1,EPHB2,MEGF8,SPG11,MET,MYH10,EPHB3"
"gene_set_query"	"792"	"ZBTB38"	"720.7"	"ARCHS4 Coexpression,437;Enrichr Queries,244;GTEx Coexpression,1481"	"NELL2,NRP1,KLF7,ZEB2,TRIO,BMPR2,ZMIZ1,NFIB,MYCBP2,PRKCA,ANK3"
"gene_set_query"	"793"	"BHLHE41"	"721.5"	"ARCHS4 Coexpression,1236;GTEx Coexpression,207"	"CNTN2,NCAM1,MDGA2,DSCAML1"
"gene_set_query"	"794"	"CREB3L1"	"721.8"	"ARCHS4 Coexpression,492;Enrichr Queries,901;ReMap ChIP-seq,217;GTEx Coexpression,1277"	"NELL2,NRP1,LRP1,PTCH1,SEMA4C,SLIT3,HSPG2"
"gene_set_query"	"795"	"BRF2"	"722.0"	"ARCHS4 Coexpression,981;ReMap ChIP-seq,249;GTEx Coexpression,936"	"SZT2,BMPR2"
"gene_set_query"	"796"	"ARID3A"	"723.0"	"ARCHS4 Coexpression,1157;ENCODE ChIP-seq,63;Enrichr Queries,970;ReMap ChIP-seq,266;GTEx Coexpression,1159"	"LAMA5,ZMIZ1,LMO4,CXCR4,CTNNB1,TBR1,ZSWIM6,PSEN1,ATP7A,SPG11"
"gene_set_query"	"797"	"ZNF391"	"723.3"	"ARCHS4 Coexpression,1467;Enrichr Queries,329;GTEx Coexpression,374"	"EPHA4,FZD3,SEMA6A,TENM4,PTCH1,ANK3,NELL2,DIAPH1,KLF7,NFIB,SLIT2,MEGF8"
"gene_set_query"	"798"	"ZNF770"	"724.0"	"ARCHS4 Coexpression,405;Enrichr Queries,900;GTEx Coexpression,867"	"ENAH,BMPR2,SEMA6A,TAOK1,MYH10,CRKL"
"gene_set_query"	"799"	"LYL1"	"724.6"	"Literature ChIP-seq,140;ARCHS4 Coexpression,1036;Enrichr Queries,1170;ReMap ChIP-seq,226;GTEx Coexpression,1051"	"DIAPH1,ZEB2,CXCR4,NCAM1,EPHB2,PLXNA4"
"gene_set_query"	"800"	"EHF"	"725.3"	"ARCHS4 Coexpression,994;Enrichr Queries,977;ReMap ChIP-seq,23;GTEx Coexpression,907"	"NFIB,RAC1,ANK3,EPHB2,MET,NECTIN1"
"gene_set_query"	"801"	"MSX2"	"725.7"	"ARCHS4 Coexpression,651;Enrichr Queries,252;GTEx Coexpression,1274"	"NRP1,EPHA4,NTRK2,LAMA5,SEMA6A,TENM3,DLX5,CXCR4,GLI3,NELL2,SLIT1,SLIT2,EPHB3"
"gene_set_query"	"802"	"ZNF460"	"725.7"	"ARCHS4 Coexpression,223;Enrichr Queries,573;GTEx Coexpression,1381"	"EPHA4,KLF7,TRIO,BMPR2,NFIB,MAP2,TAOK1,MYCBP2,SPG11,ROBO1"
"gene_set_query"	"803"	"ZNF680"	"726.7"	"ARCHS4 Coexpression,710;Enrichr Queries,976;GTEx Coexpression,494"	"ENAH,NTRK2,BMPR2,ERBB4,NFIB"
"gene_set_query"	"804"	"IKZF5"	"729.7"	"ARCHS4 Coexpression,224;Enrichr Queries,998;GTEx Coexpression,967"	"KLF7,LAMA5,ZEB2,TRIO,MYCBP2,CXCR4,PLXNA1,MEGF8"
"gene_set_query"	"805"	"IRF4"	"730.2"	"ARCHS4 Coexpression,1233;ENCODE ChIP-seq,85;Enrichr Queries,1174;ReMap ChIP-seq,239;GTEx Coexpression,920"	"DIAPH1,ZEB2,SEMA6A,MYCBP2,CXCR4,CTNNB1,SPG11,CRKL"
"gene_set_query"	"806"	"POU2F3"	"731.0"	"ARCHS4 Coexpression,1592;Enrichr Queries,471;GTEx Coexpression,130"	"NELL2,NTRK2,VANGL2,SEMA6A,BCL11B,DLX5,NFIB,ATP7A,DCLK1,EPHB3,NECTIN1"
"gene_set_query"	"807"	"ZNF22"	"731.0"	"ARCHS4 Coexpression,840;Enrichr Queries,638;GTEx Coexpression,715"	"NRP1,LMO4,NFIB,CXCR4,MYH10,ARHGAP35"
"gene_set_query"	"808"	"ZNF660"	"731.3"	"ARCHS4 Coexpression,1308;Enrichr Queries,180;GTEx Coexpression,706"	"ROBO2,EPHA4,TRIO,SEMA6A,BCL11B,DCC,ANK3,DCLK1,KLF7,ZEB2,NFASC,NFIB,SLIT1,SLIT2"
"gene_set_query"	"809"	"ZNF84"	"731.3"	"ARCHS4 Coexpression,155;Enrichr Queries,634;GTEx Coexpression,1405"	"ENAH,EPHA4,FZD3,BMPR2,BCL11B,NFIB,MAP2,TAOK1,DCX,NCAM1,ROBO1"
"gene_set_query"	"810"	"GRHL3"	"731.7"	"ARCHS4 Coexpression,899;Enrichr Queries,392;GTEx Coexpression,904"	"NELL2,EPHA4,BCL11B,CXCR4,ANK3,HSPG2,NECTIN1,EPHB3"
"gene_set_query"	"811"	"CREM"	"732.2"	"Literature ChIP-seq,124;ARCHS4 Coexpression,1009;Enrichr Queries,770;ReMap ChIP-seq,258;GTEx Coexpression,1500"	"BMPR2,MYCBP2,CXCR4,PSEN1,ARHGAP35,CELSR3,CRKL,CDH4,RELN,ZMIZ1,PLXNA1,NEO1,MYH10,EPHA4,FZD3,DSCAM,SEMA4C,TBR1,ANK3,ENAH,NELL2,DIAPH1,ZEB2,NFIB,NOVA2,TAOK1,CTNNB1,NECTIN1"
"gene_set_query"	"812"	"ZBTB5"	"732.7"	"ARCHS4 Coexpression,697;Enrichr Queries,645;GTEx Coexpression,856"	"NRP1,EPHA4,ZMIZ1,NFIB,PTCH1,NECTIN1,CRKL"
"gene_set_query"	"813"	"ZNF33B"	"733.0"	"ARCHS4 Coexpression,540;Enrichr Queries,653;GTEx Coexpression,1006"	"ENAH,NRP1,EPHA4,LRP1,NFIB,CXCR4,ANK3"
