"ensembl_id","symbol","gene_name","entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"ENSRNOG00000058560","Col2a1","collagen type II alpha 1 chain","25412",334.084595412132,-0.926291184712456,0.1725784973696,-5.36736151276527,7.98968120643201e-08,8.55700300595004e-07,"down"
"ENSRNOG00000029264","Kcnn1","potassium calcium-activated channel subfamily N member 1","54261",497.831301824888,-0.671328783002214,0.12507373219599,-5.36746422462426,7.98513405373858e-08,8.55700300595004e-07,"down"
"ENSRNOG00000014872","Sec24d","SEC24 homolog D, COPII component","310843",138.998335302608,1.11691669519793,0.208103763471227,5.36711434991592,8.00063362281072e-08,8.5622514746994e-07,"up"
"ENSRNOG00000008447","Tmem132d","transmembrane protein 132D","288750",50.1040275268163,-1.81053598540606,0.337388325962163,-5.36632671045383,8.03563301362933e-08,8.59320754926892e-07,"down"
"ENSRNOG00000055721","Rnf128","ring finger protein 128","315911",82.7586130854261,1.51994974678361,0.283394381165471,5.36337290998063,8.16821290070967e-08,8.72180197126342e-07,"up"
"ENSRNOG00000036649","Pwwp2b","PWWP domain containing 2B","361671",460.688538838789,-0.737449212798331,0.137739827067906,-5.35392869656187,8.60647861951552e-08,9.16211132497408e-07,"down"
"ENSRNOG00000026053","Grem1","gremlin 1, DAN family BMP antagonist","50566",60.1507382084978,2.00650927945209,0.375075387812137,5.34961595629166,8.81410719563145e-08,9.3760893687063e-07,"up"
"ENSRNOG00000009821","Slitrk3","SLIT and NTRK-like family, member 3","310519",236.462071016659,0.860805784805445,0.161132117488764,5.34223591311939,9.18070649202677e-08,9.74408367960951e-07,"up"
"ENSRNOG00000020030","Crlf1","cytokine receptor-like factor 1","290655",136.20103501587,1.12914048987811,0.211411353965487,5.34096427982029,9.2453474081985e-08,9.80533546710587e-07,"up"
"ENSRNOG00000005825","Lyz2","lysozyme 2","25211",44.0113266864459,-2.17670802217952,0.407880444097299,-5.33663247081362,9.4688699098467e-08,1.00273631350682e-06,"down"
"ENSRNOG00000018384","Adam12","ADAM metallopeptidase domain 12","679837",53.4415281648799,1.87065632869752,0.351372809872302,5.32385055456444,1.01593382150564e-07,1.07104558171847e-06,"up"
"ENSRNOG00000021209","Polr3gl","RNA polymerase III subunit GL","690254",450.409600191948,-0.620417760823077,0.116610412995736,-5.32043189698472,1.03521196407299e-07,1.08812621602561e-06,"down"
"ENSRNOG00000018346","Agtr1a","angiotensin II receptor, type 1a","24180",52.9664550306346,1.83622560140762,0.345491032494533,5.3148285446068,1.0675779954283e-07,1.1204817121157e-06,"up"
"ENSRNOG00000007705",NA,NA,NA,67.6167725627633,1.67468985382121,0.315406398472491,5.30962549248117,1.0985072490145e-07,1.1512355969672e-06,"up"
"ENSRNOG00000015030","Tjp2","tight junction protein 2","115769",521.113240445399,0.620991908969115,0.117008503150295,5.3072374421495,1.11299155485174e-07,1.16555177779736e-06,"up"
"ENSRNOG00000030712",NA,NA,NA,48.6585621146312,-2.04054471564745,0.384775525601463,-5.30320818211544,1.13785033118162e-07,1.18982309575444e-06,"down"
"ENSRNOG00000057161",NA,NA,NA,147.300982290959,-1.03570165246866,0.195700525435791,-5.29227834295454,1.20801842934954e-07,1.26133171501382e-06,"down"
"ENSRNOG00000007177","Poglut3","protein O-glucosyltransferase 3","315664",361.999710399148,0.727550282445116,0.13776127962983,5.28123928871795,1.28312973690028e-07,1.33287221128232e-06,"up"
"ENSRNOG00000033921","Als2cl","ALS2 C-terminal like","316017",57.0171078004899,1.7427518625054,0.331044145053284,5.26440925945056,1.40640841097315e-07,1.4545223829275e-06,"up"
"ENSRNOG00000012181","Lpl","lipoprotein lipase","24539",572.340563982947,0.726876925666682,0.138230431740706,5.25844357507446,1.45279747183379e-07,1.50140092268111e-06,"up"
"ENSRNOG00000018338","Vwa1","von Willebrand factor A domain containing 1","298683",241.857761027985,0.811585480399066,0.154487580771698,5.25340274179339,1.4931453886419e-07,1.53972455965784e-06,"up"
"ENSRNOG00000003704","Fam184b","family with sequence similarity 184, member B","289671",174.864788718366,1.02028802728773,0.194629482825768,5.24220694868254,1.58667266767192e-07,1.63141314696383e-06,"up"
"ENSRNOG00000007882","Ablim2","actin binding LIM protein family, member 2","360958",226.250561445039,0.910611133377482,0.174093045133496,5.23060029583156,1.68960477289732e-07,1.73346833407914e-06,"up"
"ENSRNOG00000061925",NA,NA,NA,434.07092896501,0.652199469879854,0.124716479386379,5.22945702996718,1.70008609458499e-07,1.74258042061529e-06,"up"
"ENSRNOG00000007350","Rac2","Rac family small GTPase 2","366957",47.0690248096913,-2.07586071452213,0.397696912535882,-5.21970538138095,1.79207982782784e-07,1.83328600174319e-06,"down"
"ENSRNOG00000012759","Col19a1","collagen type XIX alpha 1 chain","367236",90.4271671865009,1.52790547203605,0.292776173256703,5.21868106629156,1.80201757821011e-07,1.84212028154022e-06,"up"
"ENSRNOG00000010718","Gpr153","G protein-coupled receptor 153","619550",233.041565914813,-0.879669109637256,0.168584234990139,-5.21797966274076,1.80885319742341e-07,1.84777292686978e-06,"down"
"ENSRNOG00000016913","Stk36","serine/threonine kinase 36","301516",870.123805257455,-0.606960548293243,0.116596703366738,-5.20564073226096,1.93328363660049e-07,1.97061216791237e-06,"down"
"ENSRNOG00000005515","Rhbdl3","rhomboid like 3","287556",315.312320939857,-0.700114413990549,0.134596859331451,-5.2015657532282,1.97616531202858e-07,2.01142351327916e-06,"down"
"ENSRNOG00000014573","Ckmt1","creatine kinase, mitochondrial 1","29593",399.646917425969,0.653740034816881,0.125816864875451,5.19596506767223,2.03660502749496e-07,2.0669933951936e-06,"up"
"ENSRNOG00000055042",NA,NA,NA,202.471002597627,0.891385633063225,0.171872204214142,5.18632804611394,2.14480872216157e-07,2.16748241436728e-06,"up"
